workflow_id,display_name,version,active,classifications_count,pairwise,grouped,prioritized,primary_language,first_task,tutorial_subject_id,retired_set_member_subjects_count,tasks,retirement,strings,minor_version
24257,1062&1323  WF,1,true,7220,false,false,false,en,T0,,1429,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T3"",""label"":""T0.answers.0.label""},{""next"":""T1"",""label"":""T0.answers.1.label""}],""question"":""T0.question"",""required"":false},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""next"":""T2"",""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""}],""question"":""T1.question"",""required"":false},""T2"":{""help"":""T2.help"",""type"":""single"",""answers"":[{""label"":""T2.answers.0.label""},{""label"":""T2.answers.1.label""},{""label"":""T2.answers.2.label""},{""label"":""T2.answers.3.label""},{""label"":""T2.answers.4.label""}],""question"":""T2.question"",""required"":false},""T3"":{""help"":""T3.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T3.answers.0.label""},{""next"":""T1"",""label"":""T3.answers.1.label""},{""next"":""T1"",""label"":""T3.answers.2.label""},{""next"":""T1"",""label"":""T3.answers.3.label""},{""next"":""T1"",""label"":""T3.answers.4.label""},{""next"":""T1"",""label"":""T3.answers.5.label""}],""question"":""T3.question"",""required"":false}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Please answer yes if there is something visible to you, even if it is a bit opaque, or no if the central blue ellipse is empty"",""T1.help"":""Now shift your focus to the green dashed ellipses outside the central blue ellipse, while also ignoring all other blue ellipses visible inside this image. We will get to those later."",""T2.help"":""These dashed green ellipses indicate low signal to noise Radio sources, however if an unusual object is visible in any of these dashed green regions, please indicate how many of them you see."",""T3.help"":""For the Galaxy-like option, an example of this would be:\n![Guide_galaxy_example.png](https://panoptes-uploads.zooniverse.org/project_attached_image/bfb977d4-309d-41a5-b181-dc19d0419568.png)\n"",""T0.question"":""Do you see something inside the blue ellipse?"",""T1.question"":""Do you see objects that are not simple dots or star-like inside green dashed ellipses in this image?"",""T2.question"":""How many green dashed ellipses have objects that do not look like dots or simple stars?"",""T3.question"":""What would best describe what you see inside the central blue ellipse?"",""T0.answers.0.label"":""Yes"",""T0.answers.1.label"":""No"",""T1.answers.0.label"":""Yes"",""T1.answers.1.label"":""No"",""T2.answers.0.label"":""1"",""T2.answers.1.label"":""2"",""T2.answers.2.label"":""3"",""T2.answers.3.label"":""4"",""T2.answers.4.label"":""5"",""T3.answers.0.label"":""Diffuse non-central blob"",""T3.answers.1.label"":""Diffuse central blob"",""T3.answers.2.label"":""Gas-like region (weirdly shaped)"",""T3.answers.3.label"":""Multiple dots/blobs inside"",""T3.answers.4.label"":""Galaxy-like"",""T3.answers.5.label"":""Very opaque emission source""}",1
24257,1062&1323  WF,2,true,7220,false,false,false,en,T0,,1429,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T3"",""label"":""T0.answers.0.label""},{""next"":""T1"",""label"":""T0.answers.1.label""}],""question"":""T0.question"",""required"":false},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""next"":""T2"",""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""}],""question"":""T1.question"",""required"":false},""T3"":{""help"":""T3.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T3.answers.0.label""},{""next"":""T1"",""label"":""T3.answers.1.label""},{""next"":""T1"",""label"":""T3.answers.2.label""},{""next"":""T1"",""label"":""T3.answers.3.label""},{""next"":""T1"",""label"":""T3.answers.4.label""},{""next"":""T1"",""label"":""T3.answers.5.label""}],""question"":""T3.question"",""required"":false},""T4"":{""help"":""T4.help"",""type"":""drawing"",""tools"":[],""instruction"":""T4.instruction""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Please answer yes if there is something visible to you, even if it is a bit opaque, or no if the central blue ellipse is empty"",""T1.help"":""Now shift your focus to the green dashed ellipses outside the central blue ellipse, while also ignoring all other blue ellipses visible inside this image. We will get to those later."",""T3.help"":""For the Galaxy-like option, an example of this would be:\n![Guide_galaxy_example.png](https://panoptes-uploads.zooniverse.org/project_attached_image/bfb977d4-309d-41a5-b181-dc19d0419568.png)\n"",""T4.help"":"""",""T0.question"":""Do you see something inside the blue ellipse?"",""T1.question"":""Do you see objects that are not simple dots or star-like inside green dashed ellipses in this image?"",""T3.question"":""What would best describe what you see inside the central blue ellipse?"",""T4.instruction"":""Please draw"",""T0.answers.0.label"":""Yes"",""T0.answers.1.label"":""No"",""T1.answers.0.label"":""Yes"",""T1.answers.1.label"":""No"",""T3.answers.0.label"":""Diffuse non-central blob"",""T3.answers.1.label"":""Diffuse central blob"",""T3.answers.2.label"":""Gas-like region (weirdly shaped)"",""T3.answers.3.label"":""Multiple dots/blobs inside"",""T3.answers.4.label"":""Galaxy-like"",""T3.answers.5.label"":""Very opaque emission source""}",2
24257,1062&1323  WF,2,true,7220,false,false,false,en,T0,,1429,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T3"",""label"":""T0.answers.0.label""},{""next"":""T1"",""label"":""T0.answers.1.label""}],""question"":""T0.question"",""required"":false},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""next"":""T2"",""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""}],""question"":""T1.question"",""required"":false},""T3"":{""help"":""T3.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T3.answers.0.label""},{""next"":""T1"",""label"":""T3.answers.1.label""},{""next"":""T1"",""label"":""T3.answers.2.label""},{""next"":""T1"",""label"":""T3.answers.3.label""},{""next"":""T1"",""label"":""T3.answers.4.label""},{""next"":""T1"",""label"":""T3.answers.5.label""}],""question"":""T3.question"",""required"":false},""T4"":{""help"":""T4.help"",""type"":""drawing"",""tools"":[],""instruction"":""T4.instruction""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Please answer yes if there is something visible to you, even if it is a bit opaque, or no if the central blue ellipse is empty"",""T1.help"":""Now shift your focus to the green dashed ellipses outside the central blue ellipse, while also ignoring all other blue ellipses visible inside this image. We will get to those later."",""T3.help"":""For the Galaxy-like option, an example of this would be:\n![Guide_galaxy_example.png](https://panoptes-uploads.zooniverse.org/project_attached_image/bfb977d4-309d-41a5-b181-dc19d0419568.png)\n"",""T4.help"":"""",""T0.question"":""Do you see something inside the blue ellipse?"",""T1.question"":""Do you see objects that are not simple dots or star-like inside green dashed ellipses in this image?"",""T3.question"":""What would best describe what you see inside the central blue ellipse?"",""T4.instruction"":""Please draw a circle around all objects inside "",""T0.answers.0.label"":""Yes"",""T0.answers.1.label"":""No"",""T1.answers.0.label"":""Yes"",""T1.answers.1.label"":""No"",""T3.answers.0.label"":""Diffuse non-central blob"",""T3.answers.1.label"":""Diffuse central blob"",""T3.answers.2.label"":""Gas-like region (weirdly shaped)"",""T3.answers.3.label"":""Multiple dots/blobs inside"",""T3.answers.4.label"":""Galaxy-like"",""T3.answers.5.label"":""Very opaque emission source""}",3
24257,1062&1323  WF,2,true,7220,false,false,false,en,T0,,1429,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T3"",""label"":""T0.answers.0.label""},{""next"":""T1"",""label"":""T0.answers.1.label""}],""question"":""T0.question"",""required"":false},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""next"":""T2"",""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""}],""question"":""T1.question"",""required"":false},""T3"":{""help"":""T3.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T3.answers.0.label""},{""next"":""T1"",""label"":""T3.answers.1.label""},{""next"":""T1"",""label"":""T3.answers.2.label""},{""next"":""T1"",""label"":""T3.answers.3.label""},{""next"":""T1"",""label"":""T3.answers.4.label""},{""next"":""T1"",""label"":""T3.answers.5.label""}],""question"":""T3.question"",""required"":false},""T4"":{""help"":""T4.help"",""type"":""drawing"",""tools"":[],""instruction"":""T4.instruction""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Please answer yes if there is something visible to you, even if it is a bit opaque, or no if the central blue ellipse is empty"",""T1.help"":""Now shift your focus to the green dashed ellipses outside the central blue ellipse, while also ignoring all other blue ellipses visible inside this image. We will get to those later."",""T3.help"":""For the Galaxy-like option, an example of this would be:\n![Guide_galaxy_example.png](https://panoptes-uploads.zooniverse.org/project_attached_image/bfb977d4-309d-41a5-b181-dc19d0419568.png)\n"",""T4.help"":"""",""T0.question"":""Do you see something inside the blue ellipse?"",""T1.question"":""Do you see objects that are not simple dots or star-like inside green dashed ellipses in this image?"",""T3.question"":""What would best describe what you see inside the central blue ellipse?"",""T4.instruction"":""Please draw a circle around all objects inside dashed green ellipses which look interesting."",""T0.answers.0.label"":""Yes"",""T0.answers.1.label"":""No"",""T1.answers.0.label"":""Yes"",""T1.answers.1.label"":""No"",""T3.answers.0.label"":""Diffuse non-central blob"",""T3.answers.1.label"":""Diffuse central blob"",""T3.answers.2.label"":""Gas-like region (weirdly shaped)"",""T3.answers.3.label"":""Multiple dots/blobs inside"",""T3.answers.4.label"":""Galaxy-like"",""T3.answers.5.label"":""Very opaque emission source""}",4
24257,1062&1323  WF,3,true,7220,false,false,false,en,T0,,1429,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T3"",""label"":""T0.answers.0.label""},{""next"":""T1"",""label"":""T0.answers.1.label""}],""question"":""T0.question"",""required"":false},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""next"":""T2"",""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""}],""question"":""T1.question"",""required"":false},""T3"":{""help"":""T3.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T3.answers.0.label""},{""next"":""T1"",""label"":""T3.answers.1.label""},{""next"":""T1"",""label"":""T3.answers.2.label""},{""next"":""T1"",""label"":""T3.answers.3.label""},{""next"":""T1"",""label"":""T3.answers.4.label""},{""next"":""T1"",""label"":""T3.answers.5.label""}],""question"":""T3.question"",""required"":false},""T4"":{""help"":""T4.help"",""type"":""drawing"",""tools"":[{""type"":""point"",""color"":""#00ff00"",""label"":""T4.tools.0.label"",""details"":[]}],""required"":false,""instruction"":""T4.instruction""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Please answer yes if there is something visible to you, even if it is a bit opaque, or no if the central blue ellipse is empty"",""T1.help"":""Now shift your focus to the green dashed ellipses outside the central blue ellipse, while also ignoring all other blue ellipses visible inside this image. We will get to those later."",""T3.help"":""For the Galaxy-like option, an example of this would be:\n![Guide_galaxy_example.png](https://panoptes-uploads.zooniverse.org/project_attached_image/bfb977d4-309d-41a5-b181-dc19d0419568.png)\n"",""T4.help"":"""",""T0.question"":""Do you see something inside the blue ellipse?"",""T1.question"":""Do you see objects that are not simple dots or star-like inside green dashed ellipses in this image?"",""T3.question"":""What would best describe what you see inside the central blue ellipse?"",""T4.instruction"":""Please draw a circle around all objects inside dashed green ellipses which look interesting."",""T4.tools.0.label"":""Tool name"",""T0.answers.0.label"":""Yes"",""T0.answers.1.label"":""No"",""T1.answers.0.label"":""Yes"",""T1.answers.1.label"":""No"",""T3.answers.0.label"":""Diffuse non-central blob"",""T3.answers.1.label"":""Diffuse central blob"",""T3.answers.2.label"":""Gas-like region (weirdly shaped)"",""T3.answers.3.label"":""Multiple dots/blobs inside"",""T3.answers.4.label"":""Galaxy-like"",""T3.answers.5.label"":""Very opaque emission source""}",5
24257,1062&1323  WF,4,true,7220,false,false,false,en,T0,,1429,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T3"",""label"":""T0.answers.0.label""},{""next"":""T1"",""label"":""T0.answers.1.label""}],""question"":""T0.question"",""required"":false},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""next"":""T2"",""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""}],""question"":""T1.question"",""required"":false},""T3"":{""help"":""T3.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T3.answers.0.label""},{""next"":""T1"",""label"":""T3.answers.1.label""},{""next"":""T1"",""label"":""T3.answers.2.label""},{""next"":""T1"",""label"":""T3.answers.3.label""},{""next"":""T1"",""label"":""T3.answers.4.label""},{""next"":""T1"",""label"":""T3.answers.5.label""}],""question"":""T3.question"",""required"":false},""T4"":{""help"":""T4.help"",""type"":""drawing"",""tools"":[{""type"":""circle"",""color"":""#00ff00"",""label"":""T4.tools.0.label"",""details"":[]}],""required"":false,""instruction"":""T4.instruction""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Please answer yes if there is something visible to you, even if it is a bit opaque, or no if the central blue ellipse is empty"",""T1.help"":""Now shift your focus to the green dashed ellipses outside the central blue ellipse, while also ignoring all other blue ellipses visible inside this image. We will get to those later."",""T3.help"":""For the Galaxy-like option, an example of this would be:\n![Guide_galaxy_example.png](https://panoptes-uploads.zooniverse.org/project_attached_image/bfb977d4-309d-41a5-b181-dc19d0419568.png)\n"",""T4.help"":"""",""T0.question"":""Do you see something inside the blue ellipse?"",""T1.question"":""Do you see objects that are not simple dots or star-like inside green dashed ellipses in this image?"",""T3.question"":""What would best describe what you see inside the central blue ellipse?"",""T4.instruction"":""Please draw a circle around all objects inside dashed green ellipses which look interesting."",""T4.tools.0.label"":""Tool name"",""T0.answers.0.label"":""Yes"",""T0.answers.1.label"":""No"",""T1.answers.0.label"":""Yes"",""T1.answers.1.label"":""No"",""T3.answers.0.label"":""Diffuse non-central blob"",""T3.answers.1.label"":""Diffuse central blob"",""T3.answers.2.label"":""Gas-like region (weirdly shaped)"",""T3.answers.3.label"":""Multiple dots/blobs inside"",""T3.answers.4.label"":""Galaxy-like"",""T3.answers.5.label"":""Very opaque emission source""}",5
24257,1062&1323  WF,5,true,7220,false,false,false,en,T0,,1429,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T3"",""label"":""T0.answers.0.label""},{""next"":""T1"",""label"":""T0.answers.1.label""}],""question"":""T0.question"",""required"":false},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""next"":""T2"",""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""}],""question"":""T1.question"",""required"":false},""T3"":{""help"":""T3.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T3.answers.0.label""},{""next"":""T1"",""label"":""T3.answers.1.label""},{""next"":""T1"",""label"":""T3.answers.2.label""},{""next"":""T1"",""label"":""T3.answers.3.label""},{""next"":""T1"",""label"":""T3.answers.4.label""},{""next"":""T1"",""label"":""T3.answers.5.label""}],""question"":""T3.question"",""required"":false},""T4"":{""help"":""T4.help"",""type"":""drawing"",""tools"":[{""min"":""1"",""type"":""circle"",""color"":""#00ff00"",""label"":""T4.tools.0.label"",""details"":[]}],""required"":false,""instruction"":""T4.instruction""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Please answer yes if there is something visible to you, even if it is a bit opaque, or no if the central blue ellipse is empty"",""T1.help"":""Now shift your focus to the green dashed ellipses outside the central blue ellipse, while also ignoring all other blue ellipses visible inside this image. We will get to those later."",""T3.help"":""For the Galaxy-like option, an example of this would be:\n![Guide_galaxy_example.png](https://panoptes-uploads.zooniverse.org/project_attached_image/bfb977d4-309d-41a5-b181-dc19d0419568.png)\n"",""T4.help"":"""",""T0.question"":""Do you see something inside the blue ellipse?"",""T1.question"":""Do you see objects that are not simple dots or star-like inside green dashed ellipses in this image?"",""T3.question"":""What would best describe what you see inside the central blue ellipse?"",""T4.instruction"":""Please draw a circle around all objects inside dashed green ellipses which look interesting."",""T4.tools.0.label"":""Tool name"",""T0.answers.0.label"":""Yes"",""T0.answers.1.label"":""No"",""T1.answers.0.label"":""Yes"",""T1.answers.1.label"":""No"",""T3.answers.0.label"":""Diffuse non-central blob"",""T3.answers.1.label"":""Diffuse central blob"",""T3.answers.2.label"":""Gas-like region (weirdly shaped)"",""T3.answers.3.label"":""Multiple dots/blobs inside"",""T3.answers.4.label"":""Galaxy-like"",""T3.answers.5.label"":""Very opaque emission source""}",5
24257,1062&1323  WF,6,true,7220,false,false,false,en,T0,,1429,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T3"",""label"":""T0.answers.0.label""},{""next"":""T1"",""label"":""T0.answers.1.label""}],""question"":""T0.question"",""required"":false},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""next"":""T2"",""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""}],""question"":""T1.question"",""required"":false},""T3"":{""help"":""T3.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T3.answers.0.label""},{""next"":""T1"",""label"":""T3.answers.1.label""},{""next"":""T1"",""label"":""T3.answers.2.label""},{""next"":""T1"",""label"":""T3.answers.3.label""},{""next"":""T1"",""label"":""T3.answers.4.label""},{""next"":""T1"",""label"":""T3.answers.5.label""}],""question"":""T3.question"",""required"":false},""T4"":{""help"":""T4.help"",""type"":""drawing"",""tools"":[{""max"":""10"",""min"":""1"",""type"":""circle"",""color"":""#00ff00"",""label"":""T4.tools.0.label"",""details"":[]}],""required"":false,""instruction"":""T4.instruction""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Please answer yes if there is something visible to you, even if it is a bit opaque, or no if the central blue ellipse is empty"",""T1.help"":""Now shift your focus to the green dashed ellipses outside the central blue ellipse, while also ignoring all other blue ellipses visible inside this image. We will get to those later."",""T3.help"":""For the Galaxy-like option, an example of this would be:\n![Guide_galaxy_example.png](https://panoptes-uploads.zooniverse.org/project_attached_image/bfb977d4-309d-41a5-b181-dc19d0419568.png)\n"",""T4.help"":"""",""T0.question"":""Do you see something inside the blue ellipse?"",""T1.question"":""Do you see objects that are not simple dots or star-like inside green dashed ellipses in this image?"",""T3.question"":""What would best describe what you see inside the central blue ellipse?"",""T4.instruction"":""Please draw a circle around all objects inside dashed green ellipses which look interesting."",""T4.tools.0.label"":""Tool name"",""T0.answers.0.label"":""Yes"",""T0.answers.1.label"":""No"",""T1.answers.0.label"":""Yes"",""T1.answers.1.label"":""No"",""T3.answers.0.label"":""Diffuse non-central blob"",""T3.answers.1.label"":""Diffuse central blob"",""T3.answers.2.label"":""Gas-like region (weirdly shaped)"",""T3.answers.3.label"":""Multiple dots/blobs inside"",""T3.answers.4.label"":""Galaxy-like"",""T3.answers.5.label"":""Very opaque emission source""}",5
24257,1062&1323  WF,6,true,7220,false,false,false,en,T0,,1429,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T3"",""label"":""T0.answers.0.label""},{""next"":""T1"",""label"":""T0.answers.1.label""}],""question"":""T0.question"",""required"":false},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""next"":""T2"",""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""}],""question"":""T1.question"",""required"":false},""T3"":{""help"":""T3.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T3.answers.0.label""},{""next"":""T1"",""label"":""T3.answers.1.label""},{""next"":""T1"",""label"":""T3.answers.2.label""},{""next"":""T1"",""label"":""T3.answers.3.label""},{""next"":""T1"",""label"":""T3.answers.4.label""},{""next"":""T1"",""label"":""T3.answers.5.label""}],""question"":""T3.question"",""required"":false},""T4"":{""help"":""T4.help"",""type"":""drawing"",""tools"":[{""max"":""10"",""min"":""1"",""type"":""circle"",""color"":""#00ff00"",""label"":""T4.tools.0.label"",""details"":[]}],""required"":false,""instruction"":""T4.instruction""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Please answer yes if there is something visible to you, even if it is a bit opaque, or no if the central blue ellipse is empty"",""T1.help"":""Now shift your focus to the green dashed ellipses outside the central blue ellipse, while also ignoring all other blue ellipses visible inside this image. We will get to those later."",""T3.help"":""For the Galaxy-like option, an example of this would be:\n![Guide_galaxy_example.png](https://panoptes-uploads.zooniverse.org/project_attached_image/bfb977d4-309d-41a5-b181-dc19d0419568.png)\n"",""T4.help"":"""",""T0.question"":""Do you see something inside the blue ellipse?"",""T1.question"":""Do you see objects that are not simple dots or star-like inside green dashed ellipses in this image?"",""T3.question"":""What would best describe what you see inside the central blue ellipse?"",""T4.instruction"":""Please draw a circle around all objects inside dashed green ellipses which look interesting."",""T4.tools.0.label"":""Circle tool"",""T0.answers.0.label"":""Yes"",""T0.answers.1.label"":""No"",""T1.answers.0.label"":""Yes"",""T1.answers.1.label"":""No"",""T3.answers.0.label"":""Diffuse non-central blob"",""T3.answers.1.label"":""Diffuse central blob"",""T3.answers.2.label"":""Gas-like region (weirdly shaped)"",""T3.answers.3.label"":""Multiple dots/blobs inside"",""T3.answers.4.label"":""Galaxy-like"",""T3.answers.5.label"":""Very opaque emission source""}",6
24257,1062&1323  WF,7,true,7220,false,false,false,en,T0,,1429,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T3"",""label"":""T0.answers.0.label""},{""next"":""T1"",""label"":""T0.answers.1.label""}],""question"":""T0.question"",""required"":false},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""next"":""T4"",""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""}],""question"":""T1.question"",""required"":false},""T3"":{""help"":""T3.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T3.answers.0.label""},{""next"":""T1"",""label"":""T3.answers.1.label""},{""next"":""T1"",""label"":""T3.answers.2.label""},{""next"":""T1"",""label"":""T3.answers.3.label""},{""next"":""T1"",""label"":""T3.answers.4.label""},{""next"":""T1"",""label"":""T3.answers.5.label""}],""question"":""T3.question"",""required"":false},""T4"":{""help"":""T4.help"",""type"":""drawing"",""tools"":[{""max"":""10"",""min"":""1"",""type"":""circle"",""color"":""#00ff00"",""label"":""T4.tools.0.label"",""details"":[]}],""required"":false,""instruction"":""T4.instruction""}}","{""options"":{""count"":5},""criteria"":""classification_count""}","{""T0.help"":""Please answer yes if there is something visible to you, even if it is a bit opaque, or no if the central blue ellipse is empty"",""T1.help"":""Now shift your focus to the green dashed ellipses outside the central blue ellipse, while also ignoring all other blue ellipses visible inside this image. We will get to those later."",""T3.help"":""For the Galaxy-like option, an example of this would be:\n![Guide_galaxy_example.png](https://panoptes-uploads.zooniverse.org/project_attached_image/bfb977d4-309d-41a5-b181-dc19d0419568.png)\n"",""T4.help"":"""",""T0.question"":""Do you see something inside the blue ellipse?"",""T1.question"":""Do you see objects that are not simple dots or star-like inside green dashed ellipses in this image?"",""T3.question"":""What would best describe what you see inside the central blue ellipse?"",""T4.instruction"":""Please draw a circle around all objects inside dashed green ellipses which look interesting."",""T4.tools.0.label"":""Circle tool"",""T0.answers.0.label"":""Yes"",""T0.answers.1.label"":""No"",""T1.answers.0.label"":""Yes"",""T1.answers.1.label"":""No"",""T3.answers.0.label"":""Diffuse non-central blob"",""T3.answers.1.label"":""Diffuse central blob"",""T3.answers.2.label"":""Gas-like region (weirdly shaped)"",""T3.answers.3.label"":""Multiple dots/blobs inside"",""T3.answers.4.label"":""Galaxy-like"",""T3.answers.5.label"":""Very opaque emission source""}",6
