,subject_id,workflow_id_x,task,reducer,data.yes,data.aggregation_version,data.no,data.the-radio-source-is-showing-extended-morphology,data.yes-there-seem-to-be-associated-regions-close-to-the-central-source,data.yes-it-looks-like-a-radio-point-source,data.no-nearby-marked-regions-seem-associated-with-the-central-source,multi-source,homogeneous,point-star,oddORnot-sure,core-in-diffuse,Sum,Total_Class,multiFrac,homoFrac,pointFrac,unsureOddFrac,coreFrac,ext_radFrac,point_radFrac,flag_rad_point,flag_rad_extended,flag_rad_unsure,flag_optical_counterpart,project_id,workflow_id_y,subject_set_id,metadata,locations,classifications_count,retired_at,retirement_reason,created_at,updated_at,Filename,LCurl
0,91319001,24257,T0,question_reducer,4.0,4.1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""005527-721059.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/bc620e00-a2d8-45c4-a159-5dc827bf6249.png""}",5,2024-08-30 16:22:21 UTC,classification_count,2023-08-17 09:58:39 UTC,2023-08-17 09:58:39 UTC,005527-721059.png,https://panoptes-uploads.zooniverse.org/subject_location/bc620e00-a2d8-45c4-a159-5dc827bf6249.png
1,91319001,24257,T3,question_reducer,0.0,4.1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""005527-721059.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/bc620e00-a2d8-45c4-a159-5dc827bf6249.png""}",5,2024-08-30 16:22:21 UTC,classification_count,2023-08-17 09:58:39 UTC,2023-08-17 09:58:39 UTC,005527-721059.png,https://panoptes-uploads.zooniverse.org/subject_location/bc620e00-a2d8-45c4-a159-5dc827bf6249.png
2,91319001,24257,T5,question_reducer,0.0,4.1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""005527-721059.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/bc620e00-a2d8-45c4-a159-5dc827bf6249.png""}",5,2024-08-30 16:22:21 UTC,classification_count,2023-08-17 09:58:39 UTC,2023-08-17 09:58:39 UTC,005527-721059.png,https://panoptes-uploads.zooniverse.org/subject_location/bc620e00-a2d8-45c4-a159-5dc827bf6249.png
3,91319001,24257,T6,question_reducer,0.0,4.1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""005527-721059.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/bc620e00-a2d8-45c4-a159-5dc827bf6249.png""}",5,2024-08-30 16:22:21 UTC,classification_count,2023-08-17 09:58:39 UTC,2023-08-17 09:58:39 UTC,005527-721059.png,https://panoptes-uploads.zooniverse.org/subject_location/bc620e00-a2d8-45c4-a159-5dc827bf6249.png
4,91319002,24257,T0,question_reducer,5.0,4.1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""005614-714232.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/673a4e8f-5cee-44e7-bbc1-8a028d95456f.png""}",5,2024-09-03 12:10:56 UTC,classification_count,2023-08-17 09:58:42 UTC,2023-08-17 09:58:42 UTC,005614-714232.png,https://panoptes-uploads.zooniverse.org/subject_location/673a4e8f-5cee-44e7-bbc1-8a028d95456f.png
5,91319002,24257,T3,question_reducer,0.0,4.1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""005614-714232.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/673a4e8f-5cee-44e7-bbc1-8a028d95456f.png""}",5,2024-09-03 12:10:56 UTC,classification_count,2023-08-17 09:58:42 UTC,2023-08-17 09:58:42 UTC,005614-714232.png,https://panoptes-uploads.zooniverse.org/subject_location/673a4e8f-5cee-44e7-bbc1-8a028d95456f.png
6,91319002,24257,T5,question_reducer,0.0,4.1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""005614-714232.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/673a4e8f-5cee-44e7-bbc1-8a028d95456f.png""}",5,2024-09-03 12:10:56 UTC,classification_count,2023-08-17 09:58:42 UTC,2023-08-17 09:58:42 UTC,005614-714232.png,https://panoptes-uploads.zooniverse.org/subject_location/673a4e8f-5cee-44e7-bbc1-8a028d95456f.png
7,91319002,24257,T6,question_reducer,0.0,4.1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""005614-714232.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/673a4e8f-5cee-44e7-bbc1-8a028d95456f.png""}",5,2024-09-03 12:10:56 UTC,classification_count,2023-08-17 09:58:42 UTC,2023-08-17 09:58:42 UTC,005614-714232.png,https://panoptes-uploads.zooniverse.org/subject_location/673a4e8f-5cee-44e7-bbc1-8a028d95456f.png
8,91319003,24257,T0,question_reducer,4.0,4.1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""005922-721550.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/a4d3f851-8186-4c94-9a50-e5b5471b5dd4.png""}",5,2024-09-02 11:46:09 UTC,classification_count,2023-08-17 09:58:43 UTC,2023-08-17 09:58:43 UTC,005922-721550.png,https://panoptes-uploads.zooniverse.org/subject_location/a4d3f851-8186-4c94-9a50-e5b5471b5dd4.png
9,91319003,24257,T3,question_reducer,0.0,4.1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""005922-721550.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/a4d3f851-8186-4c94-9a50-e5b5471b5dd4.png""}",5,2024-09-02 11:46:09 UTC,classification_count,2023-08-17 09:58:43 UTC,2023-08-17 09:58:43 UTC,005922-721550.png,https://panoptes-uploads.zooniverse.org/subject_location/a4d3f851-8186-4c94-9a50-e5b5471b5dd4.png
10,91319003,24257,T5,question_reducer,0.0,4.1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.8,0.2,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""005922-721550.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/a4d3f851-8186-4c94-9a50-e5b5471b5dd4.png""}",5,2024-09-02 11:46:09 UTC,classification_count,2023-08-17 09:58:43 UTC,2023-08-17 09:58:43 UTC,005922-721550.png,https://panoptes-uploads.zooniverse.org/subject_location/a4d3f851-8186-4c94-9a50-e5b5471b5dd4.png
11,91319003,24257,T6,question_reducer,0.0,4.1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""005922-721550.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/a4d3f851-8186-4c94-9a50-e5b5471b5dd4.png""}",5,2024-09-02 11:46:09 UTC,classification_count,2023-08-17 09:58:43 UTC,2023-08-17 09:58:43 UTC,005922-721550.png,https://panoptes-uploads.zooniverse.org/subject_location/a4d3f851-8186-4c94-9a50-e5b5471b5dd4.png
12,91319004,24257,T0,question_reducer,3.0,4.1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""005935-720212.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/e765ef98-6323-4e48-bc71-cec32dd64401.png""}",5,2024-08-30 16:45:05 UTC,classification_count,2023-08-17 09:58:44 UTC,2023-08-17 09:58:44 UTC,005935-720212.png,https://panoptes-uploads.zooniverse.org/subject_location/e765ef98-6323-4e48-bc71-cec32dd64401.png
13,91319004,24257,T3,question_reducer,0.0,4.1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""005935-720212.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/e765ef98-6323-4e48-bc71-cec32dd64401.png""}",5,2024-08-30 16:45:05 UTC,classification_count,2023-08-17 09:58:44 UTC,2023-08-17 09:58:44 UTC,005935-720212.png,https://panoptes-uploads.zooniverse.org/subject_location/e765ef98-6323-4e48-bc71-cec32dd64401.png
14,91319004,24257,T5,question_reducer,0.0,4.1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""005935-720212.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/e765ef98-6323-4e48-bc71-cec32dd64401.png""}",5,2024-08-30 16:45:05 UTC,classification_count,2023-08-17 09:58:44 UTC,2023-08-17 09:58:44 UTC,005935-720212.png,https://panoptes-uploads.zooniverse.org/subject_location/e765ef98-6323-4e48-bc71-cec32dd64401.png
15,91319004,24257,T6,question_reducer,0.0,4.1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""005935-720212.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/e765ef98-6323-4e48-bc71-cec32dd64401.png""}",5,2024-08-30 16:45:05 UTC,classification_count,2023-08-17 09:58:44 UTC,2023-08-17 09:58:44 UTC,005935-720212.png,https://panoptes-uploads.zooniverse.org/subject_location/e765ef98-6323-4e48-bc71-cec32dd64401.png
16,91319005,24257,T0,question_reducer,5.0,4.1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010046-722132.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/7bf1ddd8-4768-4f65-af3d-0328c4077185.png""}",5,2024-09-06 18:16:22 UTC,classification_count,2023-08-17 09:58:45 UTC,2023-08-17 09:58:45 UTC,010046-722132.png,https://panoptes-uploads.zooniverse.org/subject_location/7bf1ddd8-4768-4f65-af3d-0328c4077185.png
17,91319005,24257,T3,question_reducer,0.0,4.1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,0.0,0.4,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010046-722132.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/7bf1ddd8-4768-4f65-af3d-0328c4077185.png""}",5,2024-09-06 18:16:22 UTC,classification_count,2023-08-17 09:58:45 UTC,2023-08-17 09:58:45 UTC,010046-722132.png,https://panoptes-uploads.zooniverse.org/subject_location/7bf1ddd8-4768-4f65-af3d-0328c4077185.png
18,91319005,24257,T5,question_reducer,0.0,4.1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010046-722132.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/7bf1ddd8-4768-4f65-af3d-0328c4077185.png""}",5,2024-09-06 18:16:22 UTC,classification_count,2023-08-17 09:58:45 UTC,2023-08-17 09:58:45 UTC,010046-722132.png,https://panoptes-uploads.zooniverse.org/subject_location/7bf1ddd8-4768-4f65-af3d-0328c4077185.png
19,91319005,24257,T6,question_reducer,0.0,4.1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010046-722132.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/7bf1ddd8-4768-4f65-af3d-0328c4077185.png""}",5,2024-09-06 18:16:22 UTC,classification_count,2023-08-17 09:58:45 UTC,2023-08-17 09:58:45 UTC,010046-722132.png,https://panoptes-uploads.zooniverse.org/subject_location/7bf1ddd8-4768-4f65-af3d-0328c4077185.png
20,91319006,24257,T0,question_reducer,1.0,4.1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010405-724416.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/2adf27c8-f6be-4f28-9101-7c07cb345ebb.png""}",5,2024-09-06 11:35:11 UTC,classification_count,2023-08-17 09:58:46 UTC,2023-08-17 09:58:46 UTC,010405-724416.png,https://panoptes-uploads.zooniverse.org/subject_location/2adf27c8-f6be-4f28-9101-7c07cb345ebb.png
21,91319006,24257,T3,question_reducer,0.0,4.1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21111,24257.0,115105,"{""Filename"":""010405-724416.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/2adf27c8-f6be-4f28-9101-7c07cb345ebb.png""}",5,2024-09-06 11:35:11 UTC,classification_count,2023-08-17 09:58:46 UTC,2023-08-17 09:58:46 UTC,010405-724416.png,https://panoptes-uploads.zooniverse.org/subject_location/2adf27c8-f6be-4f28-9101-7c07cb345ebb.png
